Clear,Id
,4
,12
,13
,17
,25
,27
,41
,44
,45
,79
,139
,155
,157
,159
,160
,161
,162
,171
,179
,182
,194
,206
,209
,211
,223
,227
,232
,233
,240
,245
,249
,257
,272
,273
,275
,278
,281
,286
,290
,293
,304
,305
,313
,315
,324
,328
,336
,337
,340
,359
,360
,378
,382
,422
,429
,479
,519
,520
,531
,532
,535
,536
,539
,540
,548
,583
,584
,592
,634
,636
,673
,674
,712
,714
,720
,721
,759
,760
,763
,770
,771
,773
,776
,777
,781
,783
,784
,817
,819
,829
,833
,838
,842
,843
,852
,853
,898
,905
,910
,914
,915
,926
,931
,933
,934
,937
,938
,941
,943
,946
,947
,953
,956
,969
,973
,978
,979
,984
