id,clear
198,
199,
9,
544,
368,
369,
92,
280,
375,
307,
184,
215,
516,
522,
362,
480,
845,
318,
230,
258,
333,
266,
289,
311,
288,
178,
279,
296,
10,
339,
329,
256,
264,
262,
338,
229,
149,
297,
207,
285,
226,
857,
1,
590,
175,
268,
921,
239,
347,
225,
939,
169,
929,
923,
527,
517,
282,
967,
221,
419,
192,
588,
373,
185,
322,
190,
591,
216,
769,
476,
265,
7,
237,
358,
203,
365,
954,
153,
270,
710,
723,
525,
719,
831,
724,
470,
534,
416,
424,
377,
319,
14,
170,
20,
238,
156,
93,
91,
208,
21,
55,
372,
231,
210,
415,
308,
332,
474,
255,
267,
920,
961,
945,
325,
165,
299,
193,
716,
205,
899,
357,
224,
722,
715,
550,
2,
909,
965,
767,
863,
676,
904,
832,
850,
837,
530,
514,
23,
854,
204,
200,
60,
94,
253,
317,
195,
323,
851,
772,
860,
66,
856,
150,
166,
380,
260,
163,
911,
217,
330,
968,
52,
244,
356,
343,
37,
960,
201,
757,
335,
586,
627,
518,
632,
778,
844,
825,
855,
758,
780,
848,
925,
963,
971,
823,
761,
955,
718,
827,
822,
775,
958,
774,
903,
587,
828,
344,
431,
276,
342,
370,
944,
367,
835,
352,
246,
417,
473,
164,
426,
764,
353,
314,
269,
341,
81,
147,
188,
59,
76,
6,
87,
818,
83,
115,
62,
840,
181,
932,
983,
957,
913,
291,
543,
302,
433,
82,
593,
24,
951,
908,
316,
36,
74,
86,
103,
50,
371,
186,
173,
361,
766,
936,
782,
235,
247,
350,
421,
628,
959,
16,
631,
896,
927,
228,
594,
176,
521,
364,
423,
134,
948,
966,
897,
8,
321,
381,
935,
214,
189,
35,
220,
306,
363,
327,
537,
154,
533,
33,
274,
355,
309,
924,
346,
241,
976,
72,
374,
263,
234,
187,
478,
49,
858,
928,
907,
906,
434,
428,
77,
34,
51,
31,
38,
132,
236,
54,
138,
100,
46,
102,
119,
124,
26,
546,
133,
70,
136,
73,
106,
922,
148,
141,
71,
43,
32,
22,
121,
57,
48,
144,
67,
75,
212,
127,
135,
301,
477,
637,
105,
174,
42,
98,
547,
930,
202,
131,
549,
425,
515,
334,
765,
69,
53,
589,
762,
295,
58,
916,
779,
672,
292,
300,
287,
243,
468,
950,
183,
638,
940,
326,
630,
538,
376,
28,
310,
222,
847,
271,
331,
545,
528,
841,
90,
824,
97,
47,
168,
351,
821,
191,
251,
303,
585,
980,
526,
846,
11,
158,
151,
18,
172,
254,
248,
197,
213,
40,
242,
30,
379,
981,
427,
639,
912,
711,
982,
830,
820,
977,
63,
140,
180,
250,
110,
949,
294,
366,
152,
418,
259,
142,
129,
768,
19,
56,
