id,title,keywords,alt_text,attribution,attribution_url,url,filename
1143,Nashville Streetlevel NYT,Mobility,"Shawn Poynter, New York Times ",Shawn Poynter,http://www.nytimes.com/,https://barrfdn-prod.s3.amazonaws.com/image/1143/original.jpg,1143.jpg
1144,NYT Square logo,,NYT Square logo,,,https://barrfdn-prod.s3.amazonaws.com/image/1144/original.jpg,1144.jpg
1146,Go Boston Visioning Lab Access,mobility,Go Boston 2030 visioning lab,,http://goboston2030.org/,https://barrfdn-prod.s3.amazonaws.com/image/1146/original.jpg,1146.jpg
1147,Go Boston Roxbury feedback,,Go Boston 2030,,http://goboston2030.org/,https://barrfdn-prod.s3.amazonaws.com/image/1147/original.jpg,1147.jpg
1148,Go Boston Trailer Input ,,Go Boston 2030,,http://goboston2030.org/,https://barrfdn-prod.s3.amazonaws.com/image/1148/original.jpg,1148.jpg
1149,Lisa Jacobson Headshot 2,,"Lisa Jacobson, Barr Foundation",,,https://barrfdn-prod.s3.amazonaws.com/image/1149/original.jpg,1149.jpg
1150,Creative City Pineapple,arts,"Creative City, NEFA",,,https://barrfdn-prod.s3.amazonaws.com/image/1150/original.jpg,1150.jpg
1151,Toxics Action Center Group Staff Photo,Clean Energy,Toxics Action Center Staff,,http://www.toxicsaction.org/,https://barrfdn-prod.s3.amazonaws.com/image/1151/original.jpg,1151.jpg
1152,Toxics Action Center Logo,clean energy,Toxics Action Center,,,https://barrfdn-prod.s3.amazonaws.com/image/1152/original.jpg,1152.jpg
1153,t4America logo new,mobility,t4America logo,,,https://barrfdn-prod.s3.amazonaws.com/image/1153/original.jpg,1153.jpg
1154,Next Gen Learning Logo,education,Next Gen Learning,,http://nextgenlearning.org/,https://barrfdn-prod.s3.amazonaws.com/image/1154/original.jpg,1154.jpg
1155,Next Gen Learning Square,,Next Gen Learning,,http://nextgenlearning.org/,https://barrfdn-prod.s3.amazonaws.com/image/1155/original.jpg,1155.jpg
1156,LEAP Chicago science students,education,"LEAP Chicago, Next Gen",,,https://barrfdn-prod.s3.amazonaws.com/image/1156/original.jpg,1156.jpg
1157,AFH drawing I love art,arts,Arts MidWest Building Public Will,,http://www.artsmidwest.org/,https://barrfdn-prod.s3.amazonaws.com/image/1157/original.jpg,1157.jpg
1158,Circle of Animals,"arts, public art",Circle of Animals by Matt Conti,Matt Conti,http://www.rosekennedygreenway.org/,https://barrfdn-prod.s3.amazonaws.com/image/1158/original.jpg,1158.jpg
1159,High Tide Greenway art,art,High Tide Greenway by Matt Conti,Matt Conti,http://www.rosekennedygreenway.org/,https://barrfdn-prod.s3.amazonaws.com/image/1159/original.jpg,1159.jpg
1160,ICA Square Logo,arts,ICA,,,https://barrfdn-prod.s3.amazonaws.com/image/1160/original.jpg,1160.jpg
1161,ICA Summer Concert,arts,ICA Summer Concert,,https://www.icaboston.org/,https://barrfdn-prod.s3.amazonaws.com/image/1161/original.jpg,1161.jpg
1162,Youth on Board Honor Earth,Climate,Youth On Board,,http://www.youthonboard.org/,https://barrfdn-prod.s3.amazonaws.com/image/1162/original.jpg,1162.jpg
1163,Boston Creates outside dancers large,Arts,Leonardo March,Leo March,http://www.bostoncreates.org/,https://barrfdn-prod.s3.amazonaws.com/image/1163/original.jpg,1163.jpg
1164,Leo March Dancing in the street Boston Creates,arts,Leonardo March,Leo March,http://www.bostoncreates.org/,https://barrfdn-prod.s3.amazonaws.com/image/1164/original.jpg,1164.jpg
1166,Chris Leinberger headshot,,Chris Leinberger,,,https://barrfdn-prod.s3.amazonaws.com/image/1166/original.jpg,1166.jpg
1167,Sea Level Floor,resiliency,Boston Harbor ,,,https://barrfdn-prod.s3.amazonaws.com/image/1167/original.jpg,1167.jpg
1168,Rising Seas Boston Harbor,Climate,Rising Seas Boston Harbor,,http://greenovateboston.org/,https://barrfdn-prod.s3.amazonaws.com/image/1168/original.jpg,1168.jpg
1169,Climate Ready Boston Table 2.1,,Climate Ready Boston,,,https://barrfdn-prod.s3.amazonaws.com/image/1169/original.jpg,1169.jpg
1170,Climate Ready Boston Table 1.1,,Climate Ready Boston Table 1-1,,,https://barrfdn-prod.s3.amazonaws.com/image/1170/original.jpg,1170.jpg
1171,Climate Ready Hot Days,,Climate Ready Boston,,,https://barrfdn-prod.s3.amazonaws.com/image/1171/original.jpg,1171.jpg
1172,Climate Ready Rainfall,,Climate Ready Boston,,,https://barrfdn-prod.s3.amazonaws.com/image/1172/original.jpg,1172.jpg
1173,Climate Ready Boston Sea Levels,,Climate Ready Boston,,,https://barrfdn-prod.s3.amazonaws.com/image/1173/original.jpg,1173.jpg
1174,Climate Ready Boston Sea Level Chart 2,climate,Climate Ready Boston Sea Level Rise,,,https://barrfdn-prod.s3.amazonaws.com/image/1174/original.jpg,1174.jpg
1175,Meredith Hatfield headshot,staff,Meredith Hatfield,,,https://barrfdn-prod.s3.amazonaws.com/image/1175/original.jpg,1175.jpg
1176,Creative City Upwalls,Creative City,"Creative City, Cedric Douglas",,,https://barrfdn-prod.s3.amazonaws.com/image/1176/original.jpg,1176.jpg
1177,Creative City JP dancer,"Creative City, arts","Creative City, NEFA",,http://nefa.org/,https://barrfdn-prod.s3.amazonaws.com/image/1177/original.jpg,1177.jpg
1178,Creative City JP Band,Arts,"Creative City, NEFA",,,https://barrfdn-prod.s3.amazonaws.com/image/1178/original.jpg,1178.jpg
1181,"Hubway families biking, busiest day",mobility,Hubway,,https://www.thehubway.com/,https://barrfdn-prod.s3.amazonaws.com/image/1181/original.jpg,1181.jpg
1182,Hubway Greenovate Yeti Bike,Mobility,Hubway Greenovate Bike,,https://www.thehubway.com/,https://barrfdn-prod.s3.amazonaws.com/image/1182/original.jpg,1182.jpg
1183,Johanna Partin headshot,,Johanna Partin,,,https://barrfdn-prod.s3.amazonaws.com/image/1183/original.jpg,1183.jpg
1184,Carbon Neutral Cities Alliance,,Carbon Neutral Cities Alliance,,,https://barrfdn-prod.s3.amazonaws.com/image/1184/original.jpg,1184.jpg
1185,Reasons for hope full page ad,,"#ReasonsforHope, Reasons for Hope",,,https://barrfdn-prod.s3.amazonaws.com/image/1185/original.jpg,1185.jpg
1186,Ford Foundation Full Page ad 2,,Reasons for Hope,,,https://barrfdn-prod.s3.amazonaws.com/image/1186/original.jpg,1186.jpg
1187,Reasons for Hope Ford Foundation 3,,Reasons for Hope,,,https://barrfdn-prod.s3.amazonaws.com/image/1187/original.jpg,1187.jpg
1188,Reasons for Hope Ford Foundation 4,,Reasons for Hope,,,https://barrfdn-prod.s3.amazonaws.com/image/1188/original.jpg,1188.jpg
1189,Reasons for Hope Ford Foundation 5,,Reasons for Hope,,,https://barrfdn-prod.s3.amazonaws.com/image/1189/original.jpg,1189.jpg
1190,Reasons of Hope Photo of Ad,ad,Reasons For Hope,,,https://barrfdn-prod.s3.amazonaws.com/image/1190/original.jpg,1190.jpg
1191,Hope Top of Ad,,Reasons for Hope,,,https://barrfdn-prod.s3.amazonaws.com/image/1191/original.jpg,1191.jpg
1192,Reasons for Hope signers,,Reasons for Hope Foundations,,,https://barrfdn-prod.s3.amazonaws.com/image/1192/original.jpg,1192.jpg
1193,Reasons for Hope Signers 2,,"Reasons for Hope, Foundations",,,https://barrfdn-prod.s3.amazonaws.com/image/1193/original.jpg,1193.jpg
1194,Reasons for Hope Signers 3,,"Reasons for Hope, Foundations",,,https://barrfdn-prod.s3.amazonaws.com/image/1194/original.jpg,1194.jpg
1195,Reasons for Hope Text,,"Reasons for Hope, Barr Foundation",,,https://barrfdn-prod.s3.amazonaws.com/image/1195/original.jpg,1195.jpg
1196,Reasons for Hope Middle Text,,Reasons for Hope,,,https://barrfdn-prod.s3.amazonaws.com/image/1196/original.jpg,1196.jpg
1197,Reasons for Hope Middle Text 2,,"Reasons for Hope, Barr Foundation",,,https://barrfdn-prod.s3.amazonaws.com/image/1197/original.jpg,1197.jpg
1198,Reasons For Hope Barr Foundation,,"Reasons for Hope, Barr Foundation",,,https://barrfdn-prod.s3.amazonaws.com/image/1198/original.jpg,1198.jpg
1199,MAP group photo,Education,MAP Academy,,,https://barrfdn-prod.s3.amazonaws.com/image/1199/original.jpg,1199.jpg
1200,Gateway to College grads color,education,Gateway to College,Massasoit Community College,http://www.gatewaytocollege.org/,https://barrfdn-prod.s3.amazonaws.com/image/1200/original.jpg,1200.jpg
1202,Fund for Shared Insight Logo,,Fund for Shared Insight Logo,,,https://barrfdn-prod.s3.amazonaws.com/image/1202/original.jpg,1202.jpg
1203,Go Boston 2030 Question Writing,,Go Boston 2030 Question Campaign,,http://goboston2030.org/,https://barrfdn-prod.s3.amazonaws.com/image/1203/original.jpg,1203.jpg
1204,Shared Insight Theory of Change,"transparency, openness",Shared Insight Theory of Change,,http://www.fundforsharedinsight.org/,https://barrfdn-prod.s3.amazonaws.com/image/1204/original.jpg,1204.jpg
1205,MAP Academy square logo,,MAP Academy,,,https://barrfdn-prod.s3.amazonaws.com/image/1205/original.jpg,1205.jpg
1206,Map Academy Students on bridge,Education,MAP Academy,,http://themapacademy.org/,https://barrfdn-prod.s3.amazonaws.com/image/1206/original.jpg,1206.jpg
1207,MAP Academy students & train,Education,MAP Academy high school students hold up their school sign in front of a passing commuter rail train.,,http://themapacademy.org/,https://barrfdn-prod.s3.amazonaws.com/image/1207/original.jpg,1207.jpg
1208,UP Education Network grads,Education,UP Education Network ,,http://upeducationnetwork.org/,https://barrfdn-prod.s3.amazonaws.com/image/1208/original.jpg,1208.jpg
1209,Lemonade Stand NEFA 1,Creative City,"Creative City, NEFA",Leo March,http://nefa.org/,https://barrfdn-prod.s3.amazonaws.com/image/1209/original.jpeg,1209.jpeg
1210,Lemonade Stand NEFA 2,arts,Creative City NEFA,Leo March,http://nefa.org/,https://barrfdn-prod.s3.amazonaws.com/image/1210/original.jpg,1210.jpg
1212,Lemonade Stand 3 NEFA,arts,"Creative City, NEFA",Leo March,http://nefa.org/,https://barrfdn-prod.s3.amazonaws.com/image/1212/original.jpeg,1212.jpeg
1213,Lemonade Stand 5 NEFA,arts,"Creative City, NEFA",,http://nefa.org/,https://barrfdn-prod.s3.amazonaws.com/image/1213/original.jpg,1213.jpg
1214,Lemonade Stand NEFA 6,arts,"Creative City, NEFA",Leo March,http://nefa.org/,https://barrfdn-prod.s3.amazonaws.com/image/1214/original.jpg,1214.jpg
1215,Lemonade Stand NEFA 8,arts,"Creative City, NEFA",Leo March,http://nefa.org/,https://barrfdn-prod.s3.amazonaws.com/image/1215/original.jpg,1215.jpg
1216,Climate Rally Sunshine,"Climate, clean energy",Climate Rally,,,https://barrfdn-prod.s3.amazonaws.com/image/1216/original.jpg,1216.jpg
1217,One Day on Earth American City Climate photo,"climate, film",One Day on Earth,,http://www.onedayonearth.org/,https://barrfdn-prod.s3.amazonaws.com/image/1217/original.jpg,1217.jpg
1218,One Day on Earth square logo,climate,One Day on Earth,,,https://barrfdn-prod.s3.amazonaws.com/image/1218/original.jpg,1218.jpg
1219,The Atlantic education photo ,"What Boston's Preschools Get Right, Education",What Boston's Preschools Get Right,Lillian Mongeau,,https://barrfdn-prod.s3.amazonaws.com/image/1219/original.jpg,1219.jpg
1220,Globe photo of boston waterfront,,Fan Pier,KEITH BEDFORD,,https://barrfdn-prod.s3.amazonaws.com/image/1220/original.jpg,1220.jpg
1221,DSNI multicultural festival ,arts,DSNI MultiCultural Festival ,Mark Fusco,http://www.dsni.org/,https://barrfdn-prod.s3.amazonaws.com/image/1221/original.jpg,1221.jpg
1222,2015 Barr Fellows group at festival,,2015 Barr Fellows,,,https://barrfdn-prod.s3.amazonaws.com/image/1222/original.jpg,1222.jpg
1223,2015 Barr Fellows group with statue,,2015 Barr Fellows,,,https://barrfdn-prod.s3.amazonaws.com/image/1223/original.jpg,1223.jpg
1224,Lisa Jacobson Barr headshot,"Mobility, staff",Lisa Jacobson,,,https://barrfdn-prod.s3.amazonaws.com/image/1224/original.jpg,1224.jpg
1225,Lisa Jacobson Headshot barr 2,,Lisa Jacobson,,,https://barrfdn-prod.s3.amazonaws.com/image/1225/original.jpg,1225.jpg
1226,Lisa Jacobson Headshot final,staff,Lisa Jacobson,,,https://barrfdn-prod.s3.amazonaws.com/image/1226/original.jpg,1226.jpg
1227,Lisa Jacobson final,staff,Lisa Jacobson,,,https://barrfdn-prod.s3.amazonaws.com/image/1227/original.jpg,1227.jpg
1228,New Classrooms one student ,education,New Classrooms student,,http://newclassrooms.org/,https://barrfdn-prod.s3.amazonaws.com/image/1228/original.jpg,1228.jpg
1229,New Classrooms horizontal logo,,New Classrooms,,,https://barrfdn-prod.s3.amazonaws.com/image/1229/original.jpg,1229.jpg
1230,New Classrooms square logo,,New Classrooms,,,https://barrfdn-prod.s3.amazonaws.com/image/1230/original.jpg,1230.jpg
1231,RI Wind Farm,"Wind, clean energy",Credit Kayana Szymczak for The New York Times,Kayana Szymczak,,https://barrfdn-prod.s3.amazonaws.com/image/1231/original.jpg,1231.jpg
1264,Climate Action Now Clean air rally,clean energy,Climate Action Now,,https://www.climateactioncampaign.org/,https://barrfdn-prod.s3.amazonaws.com/image/1264/original.jpg,1264.jpg
1265,Greenovate Boston Literature,clean energy ,Greenovate Boston,,,https://barrfdn-prod.s3.amazonaws.com/image/1265/original.jpg,1265.jpg
1266,Climate Action Now young boy rally,clean energy,Climate Action Campaign,,http://saveourenvironment.org/,https://barrfdn-prod.s3.amazonaws.com/image/1266/original.jpg,1266.jpg
1267,Save Our Environment Logo,Clean Energy,Save Our Environment,,,https://barrfdn-prod.s3.amazonaws.com/image/1267/original.jpeg,1267.jpeg
1268,t4Mass photo on Mexico City BRT Bus,mobility,Mexico City BRT,,http://www.t4ma.org/,https://barrfdn-prod.s3.amazonaws.com/image/1268/original.jpg,1268.jpg
1269,Kristina Egan advocating,mobility ,Kristina Egan,,http://www.t4ma.org/,https://barrfdn-prod.s3.amazonaws.com/image/1269/original.jpg,1269.jpg
1270,Barr Staff Retreat 2016,"retreat, Provincetown",2016 Barr Foundation staff retreat,,,https://barrfdn-prod.s3.amazonaws.com/image/1270/original.png,1270.png
1271,Complete Streets - Bike Lane from NYC Measuring the Streets 2012 Report,,Complete Streets Example - Picture of Bike Lane with data on favorable safety and economic indicators from NYC Measuring the Streets 2012 Report,"""Measuring the Street"" report NYC DOT",http://www.nyc.gov/html/dot/downloads/pdf/2012-10-measuring-the-street.pdf,https://barrfdn-prod.s3.amazonaws.com/image/1271/original.png,1271.png
1272,Chinatown NEFA creative city project,arts,Creative City artist Tsen,Jesse Costa,http://www.nefa.org/,https://barrfdn-prod.s3.amazonaws.com/image/1272/original.jpg,1272.jpg
1275,Creative City Lemonade Stand active scene,arts,"Lemonade Stand, Creative City",Leo March,http://nefa.org/,https://barrfdn-prod.s3.amazonaws.com/image/1275/original.jpg,1275.jpg
1276,Dancing Elotes ,arts,Dancing Elotes,Chantelle Bacigalupo,http://nefa.org/,https://barrfdn-prod.s3.amazonaws.com/image/1276/original.jpg,1276.jpg
1277,People in T costume,mobility,LivableStreets Alliance,,http://www.livablestreets.info/,https://barrfdn-prod.s3.amazonaws.com/image/1277/original.jpg,1277.jpg
1279,Lemonade Stand_Girl holding drawing,arts,Lemonade Stand Creative City,Leo March,http://nefa.org/,https://barrfdn-prod.s3.amazonaws.com/image/1279/original.jpg,1279.jpg
1280,Toxics Action Center people hugging,"Climate, clean energy",Toxics Action Center,,http://www.toxicsaction.org/,https://barrfdn-prod.s3.amazonaws.com/image/1280/original.jpg,1280.jpg
1281,WashMonthly Paul Revere,media ,WashMonthly Paul Revere,,,https://barrfdn-prod.s3.amazonaws.com/image/1281/original.jpg,1281.jpg
1282,HFC Climate graphic,climate,HFC,,,https://barrfdn-prod.s3.amazonaws.com/image/1282/original.jpg,1282.jpg
1283,Ice Watch Clock in Paris,Climate,Olafur Eliasson,Olafur Eliasson,http://www.olafureliasson.net/current/576,https://barrfdn-prod.s3.amazonaws.com/image/1283/original.jpg,1283.jpg
1284,Ice watch 2,climate,Olafur Eliasson Ice Watch,Olafur Eliasson,http://olafureliasson.net/archive/artwork/WEK109190/ice-watch,https://barrfdn-prod.s3.amazonaws.com/image/1284/original.jpg,1284.jpg
1285,Match Beyond square logo,,Match Beyond square logo,,,https://barrfdn-prod.s3.amazonaws.com/image/1285/original.jpg,1285.jpg
1286,Match Education horizontal logo,,Match Education horizontal logo,,,https://barrfdn-prod.s3.amazonaws.com/image/1286/original.jpg,1286.jpg
1287,Match Education school robotics,education,Match Beyond,,http://www.matchbeyond.org/,https://barrfdn-prod.s3.amazonaws.com/image/1287/original.jpg,1287.jpg
1288,Match Education assembly,Education,Match Education,,http://www.matcheducation.org/,https://barrfdn-prod.s3.amazonaws.com/image/1288/original.jpg,1288.jpg
1289,Boston Globe waterfront,,What is the vision for Boston’s waterfront?,David L. Ryan,https://www.bostonglobe.com/opinion/2016/09/29/what-vision-for-boston-waterfront/rJgp6aUoNzzGVnJiqMqrjM/story.html,https://barrfdn-prod.s3.amazonaws.com/image/1289/original.jpg,1289.jpg
1290,Boston Waterfront ,,What is the Vision for Boston’s Waterfront?,Christopher Penn,https://www.flickr.com/photos/financialaidpodcast/3925970440/,https://barrfdn-prod.s3.amazonaws.com/image/1290/original.jpg,1290.jpg
1291,Jim Canales formal brick background,,Jim Canales,,,https://barrfdn-prod.s3.amazonaws.com/image/1291/original.jpg,1291.jpg
1292,Bridgespan leading for impact,cross-program initiatives,Bridgespan leading for impact,,https://www.bridgespan.org/services/leading-for-impact/leading-for-impact-boston,https://barrfdn-prod.s3.amazonaws.com/image/1292/original.jpg,1292.jpg
1293,Bridgespan square logo,,Bridgespan square logo,,,https://barrfdn-prod.s3.amazonaws.com/image/1293/original.jpg,1293.jpg
1294,Bridgespan logo,,Bridgespan logo,,,https://barrfdn-prod.s3.amazonaws.com/image/1294/original.jpg,1294.jpg
1295,Family of bikers and scooters,mobility,Livable Streets,,http://www.livablestreets.info/,https://barrfdn-prod.s3.amazonaws.com/image/1295/original.jpg,1295.jpg
1296,Climate Action Campaign Holyoke,clean energy,Climate action campaign,,http://saveourenvironment.org/,https://barrfdn-prod.s3.amazonaws.com/image/1296/original.jpg,1296.jpg
1297,Walk Boston Rally for vision zero,mobility,Walk Boston Vision Zero,Shoebei Dahl ,http://walkboston.org/,https://barrfdn-prod.s3.amazonaws.com/image/1297/original.jpg,1297.jpg
1298,Walk Boston Square logo,,Walk Boston,,,https://barrfdn-prod.s3.amazonaws.com/image/1298/original.jpg,1298.jpg
1299,Boys biking,Mobility,Tour de Streets,,http://www.livablestreets.info/,https://barrfdn-prod.s3.amazonaws.com/image/1299/original.jpg,1299.jpg
1301,Years season 2,,Years season 2,,,https://barrfdn-prod.s3.amazonaws.com/image/1301/original.jpg,1301.jpg
1302,Sigourney Weaver in Hong Kong,"Years of living, climate",Sigourney Weaver in Hong Kong,National Geographic,http://yearsoflivingdangerously.com/,https://barrfdn-prod.s3.amazonaws.com/image/1302/original.jpg,1302.jpg
1303,Gisele,climate,"Gisele Bündchen in the the rainforest, Brazil",National Geographic ,http://yearsoflivingdangerously.com/,https://barrfdn-prod.s3.amazonaws.com/image/1303/original.jpg,1303.jpg
1304,David Letterman ,,"David Letterman visits OMC solar power station in Uttar Pradesh, India. Photo Credit: National Geographic Channel",National Geographic,http://yearsoflivingdangerously.com/,https://barrfdn-prod.s3.amazonaws.com/image/1304/original.jpg,1304.jpg
1305,arnold schwarzenegger,,"Arnold Schwarzenegger in Washington, D.C. Photo Credit: National Geographic Channel",National Geographic,http://yearsoflivingdangerously.com/,https://barrfdn-prod.s3.amazonaws.com/image/1305/original.jpg,1305.jpg
1306,Tom Friedman in Senegal,,Tom Friedman in Senegal,National Geographic,http://yearsoflivingdangerously.com/,https://barrfdn-prod.s3.amazonaws.com/image/1306/original.jpg,1306.jpg
1307,Lemonade Stand,arts,Creative City,Leo March,http://www.nefa.org/,https://barrfdn-prod.s3.amazonaws.com/image/1307/original.jpg,1307.jpg
1308,New Classrooms graph,education,New Classrooms Annual Data,,http://www.newclassrooms.org/,https://barrfdn-prod.s3.amazonaws.com/image/1308/original.jpg,1308.jpg
1309,New Classrooms classroom ,Education,Middle school students are actively listening to their math teacher and raising their hands.,,http://www.newclassrooms.org/,https://barrfdn-prod.s3.amazonaws.com/image/1309/original.jpg,1309.jpg
1311,Alexandra Juckno Brick,,Alexandra Juckno,,,https://barrfdn-prod.s3.amazonaws.com/image/1311/original.jpg,1311.jpg
1312,Mary Duggan Brick,staff,Mary Duggan,,,https://barrfdn-prod.s3.amazonaws.com/image/1312/original.jpg,1312.jpg
1313,Anya Rooney Brick,,Anya Rooney,,,https://barrfdn-prod.s3.amazonaws.com/image/1313/original.jpg,1313.jpg
1314,Lisa Jacobson brick,staff,Lisa Jacobson,,,https://barrfdn-prod.s3.amazonaws.com/image/1314/original.jpg,1314.jpg
1315,Leah Hamilton Brick,staff,Leah Hamilton,,,https://barrfdn-prod.s3.amazonaws.com/image/1315/original.jpg,1315.jpg
1316,Mariella Puerto brick,Staff,Mariella Puerto,,,https://barrfdn-prod.s3.amazonaws.com/image/1316/original.jpg,1316.jpg
1317,Vourn Foley Brick,Staff,Vourn Foley,,,https://barrfdn-prod.s3.amazonaws.com/image/1317/original.jpg,1317.jpg
1318,Meredith Hatfield brick,Staff,Meredith Hatfield,,,https://barrfdn-prod.s3.amazonaws.com/image/1318/original.jpg,1318.jpg
1319,Jaime Lopez Brick,staff,Jaime Lopez Brick,,,https://barrfdn-prod.s3.amazonaws.com/image/1319/original.jpg,1319.jpg
1320,Nate Mullen brick,Staff,Nate Mullen,,,https://barrfdn-prod.s3.amazonaws.com/image/1320/original.jpg,1320.jpg
1321,Cindy Leung brick,staff,Cindy Leung,,,https://barrfdn-prod.s3.amazonaws.com/image/1321/original.jpg,1321.jpg
1322,Jaime Cortez brick,staff,Jaime Cortez,,,https://barrfdn-prod.s3.amazonaws.com/image/1322/original.jpg,1322.jpg
1323,Mary Skelton Roberts Brick,Staff,Mary Skelton Roberts,,,https://barrfdn-prod.s3.amazonaws.com/image/1323/original.jpg,1323.jpg
1324,Jane Joyce brick,staff,Jane Joyce,,,https://barrfdn-prod.s3.amazonaws.com/image/1324/original.jpg,1324.jpg
1326,Uaspire Square logo,education,uaspire,,,https://barrfdn-prod.s3.amazonaws.com/image/1326/original.jpg,1326.jpg
1327,Uaspire students 1,education,uAspire,,https://www.uaspire.org,https://barrfdn-prod.s3.amazonaws.com/image/1327/original.jpg,1327.jpg
1328,Uaspire Student 2,education,uaspire,,https://www.uaspire.org,https://barrfdn-prod.s3.amazonaws.com/image/1328/original.jpg,1328.jpg
1329,City Awake Delegates,Cross Program,City Awake,City Awake,http://www.cityawake.org/,https://barrfdn-prod.s3.amazonaws.com/image/1329/original.jpg,1329.jpg
1330,Silk Road logo,Arts,Silk Road,,,https://barrfdn-prod.s3.amazonaws.com/image/1330/original.jpg,1330.jpg
1331,Silkroad,arts,Kinan Azmeh of the Silk Road Ensemble with Syrian refugee students in Jordan in The Music of Strangers: Yo-Yo Ma and the Silk Road Ensemble ,The Orchard,http://www.silkroadproject.org/,https://barrfdn-prod.s3.amazonaws.com/image/1331/original.jpg,1331.jpg
1332,Silkroad and kids,arts,Sandeep Das (tabla) and Shane Shanahan (percussion) lead a Silk Road Ensemble workshop for kids at Revels North © Evan Oxenham,Evan Oxenham,http://www.silkroadproject.org/,https://barrfdn-prod.s3.amazonaws.com/image/1332/original.jpg,1332.jpg
1333,Silkroad female musician ,arts,Silkroad,,http://www.silkroadproject.org/,https://barrfdn-prod.s3.amazonaws.com/image/1333/original.jpg,1333.jpg
1334,Bud Ris Brick,Staff,Bud Ris,,,https://barrfdn-prod.s3.amazonaws.com/image/1334/original.jpg,1334.jpg
1335,Christi Craig Brick,Staff,Christi Craig,,,https://barrfdn-prod.s3.amazonaws.com/image/1335/original.jpg,1335.jpg
1336,Kerri Hurley brick,staff,Kerri Hurley,,,https://barrfdn-prod.s3.amazonaws.com/image/1336/original.jpg,1336.jpg
1337,Cindy Lung White 2016,Staff,Cindy Lung,,,https://barrfdn-prod.s3.amazonaws.com/image/1337/original.jpg,1337.jpg
1338,Bud Ris White 2016,staff,Bud Ris,,,https://barrfdn-prod.s3.amazonaws.com/image/1338/original.jpg,1338.jpg
1339,Emily Sidla white 2016,staff,Emily Sidla,,,https://barrfdn-prod.s3.amazonaws.com/image/1339/original.jpg,1339.jpg
1340,Jaime Lopez white 2016,staff,Jaime Lopez,,,https://barrfdn-prod.s3.amazonaws.com/image/1340/original.jpg,1340.jpg
1341,Leah Hamilton white 2016,staff,Leah Hamilton,,,https://barrfdn-prod.s3.amazonaws.com/image/1341/original.jpg,1341.jpg
1342,Mary Duggan white 2016,Staff,Mary Chalifour,,,https://barrfdn-prod.s3.amazonaws.com/image/1342/original.jpg,1342.jpg
1343,Jaime Cortez white 2016,staff,Jaime Cortez,,,https://barrfdn-prod.s3.amazonaws.com/image/1343/original.jpg,1343.jpg
1344,Trevor Pollack white 2016,staff,Trevor Pollack,,,https://barrfdn-prod.s3.amazonaws.com/image/1344/original.jpg,1344.jpg
1345,Nate Mullen White 2016,staff,Nate Mullen,,,https://barrfdn-prod.s3.amazonaws.com/image/1345/original.jpg,1345.jpg
1346,Lisa Jacobson White 2016,staff,Lisa Jacobson,,,https://barrfdn-prod.s3.amazonaws.com/image/1346/original.jpg,1346.jpg
1347,Jane Joyce White 2016,staff,Jane Joyce,,,https://barrfdn-prod.s3.amazonaws.com/image/1347/original.jpg,1347.jpg
1348,Ify Mora white 2016,Staff,Ify Mora,,,https://barrfdn-prod.s3.amazonaws.com/image/1348/original.jpg,1348.jpg
1349,Mariella Puerto white 2016,staff,Mariella Puerto,,,https://barrfdn-prod.s3.amazonaws.com/image/1349/original.jpg,1349.jpg
1350,Jim Canales white 2016,staff,Jim Canales,,,https://barrfdn-prod.s3.amazonaws.com/image/1350/original.jpg,1350.jpg
1351,Mary Skelton Roberts white 2016,staff,Mary Skelton Roberts,,,https://barrfdn-prod.s3.amazonaws.com/image/1351/original.jpg,1351.jpg
1352,Vourn White 2016,Staff,Vourn Foley,,,https://barrfdn-prod.s3.amazonaws.com/image/1352/original.jpg,1352.jpg
1353,Alexandra Juckno white 2016,staff,Alexandra Juckno,,,https://barrfdn-prod.s3.amazonaws.com/image/1353/original.jpg,1353.jpg
1354,Christi Craig white 2016,staff,Christi Craig,,,https://barrfdn-prod.s3.amazonaws.com/image/1354/original.jpg,1354.jpg
1355,Paul Revere Statue,Washington Monthly,successes in philanthropy,iStock ,http://philanthropy.washingtonmonthly.com/portfolio_page/activating-civic-leadership/,https://barrfdn-prod.s3.amazonaws.com/image/1355/original.jpg,1355.jpg
1356,Washington Monthly square logo,,Washington Monthly,,,https://barrfdn-prod.s3.amazonaws.com/image/1356/original.jpg,1356.jpg
1357,MIT solar panels,,MIT solar panels,,,https://barrfdn-prod.s3.amazonaws.com/image/1357/original.jpg,1357.jpg
1358,BF05 - Valerie Burns,"Barr Fellows, 2005 Barr Fellow",BF05 - Valerie Burns,,,https://barrfdn-prod.s3.amazonaws.com/image/1358/original.jpg,1358.jpg
1359,NEFA Creatives Count Ad,,Ad for NEFA Creative Counts Survey,,,https://barrfdn-prod.s3.amazonaws.com/image/1359/original.jpg,1359.jpg
1360,Dee Schneidman,,Dee Schneidman,,,https://barrfdn-prod.s3.amazonaws.com/image/1360/original.jpg,1360.jpg
1361,NEFA Creative City - Zili Misik - Photo by Zachary Sar,,NEFA Creative City photo of Zili Misik by Zachary Sar,Zachary Sar,http://www.nefa.org/,https://barrfdn-prod.s3.amazonaws.com/image/1361/original.jpg,1361.jpg
1362,Hilltop Solar Array,,Stafford Hill solar farm,,http://www.cleanegroup.org/,https://barrfdn-prod.s3.amazonaws.com/image/1362/original.jpg,1362.jpg
