id,title,keywords,alt_text,attribution,attribution_url,url,filename
3564,Leave Policies snapshot 2,,grid showing pre and post leave policies,,,https://barrfdn-prod.s3.amazonaws.com/image/3564/original.jpg,3564.jpg
3565,OldvsNew HR Policies 1,,grid showing old vs approved leave policies,,,https://barrfdn-prod.s3.amazonaws.com/image/3565/original.jpg,3565.jpg
3566,OldvsNew Policies 1 v2,,grid showing old vs approved leave policies,,,https://barrfdn-prod.s3.amazonaws.com/image/3566/original.png,3566.png
3567,OldvsNew Policies 2,,"grid showing bulleted highlights of old vs approved leave policies
",,,https://barrfdn-prod.s3.amazonaws.com/image/3567/original.png,3567.png
3568,Old vs New HR policies 3,,grid showing bulleted highlights of old vs approved leave policies,,,https://barrfdn-prod.s3.amazonaws.com/image/3568/original.png,3568.png
3569,OldvsNewPolicies3,,Grid with bullets highlighting old vs approved leave policies,,,https://barrfdn-prod.s3.amazonaws.com/image/3569/original.png,3569.png
3570,Allison Burson,,Allison Burson,,,https://barrfdn-prod.s3.amazonaws.com/image/3570/original.jpeg,3570.jpeg
3571,shared streets in amherst,,six people dining outdoors,,,https://barrfdn-prod.s3.amazonaws.com/image/3571/original.jpg,3571.jpg
3572,Melrose shared streets being built,,Melrose shared streets being built,Solomon Foundation,,https://barrfdn-prod.s3.amazonaws.com/image/3572/original.jpg,3572.jpg
3573,Shared Streets Amherst wide shot,,woman walking across the street wearing a mask. ,,,https://barrfdn-prod.s3.amazonaws.com/image/3573/original.jpg,3573.jpg
3574,Kate Fichter headshot,,Kate Fichter headshot,,,https://barrfdn-prod.s3.amazonaws.com/image/3574/original.jpeg,3574.jpeg
3575,Barr Staff Zoom Group Shot,,Barr Staff Zoom Group Shot,,,https://barrfdn-prod.s3.amazonaws.com/image/3575/original.jpg,3575.jpg
3576,tntp,,tntp,,https://tntp.org/,https://barrfdn-prod.s3.amazonaws.com/image/3576/original.jpg,3576.jpg
3577,arlene sukran headshot,,arlene sukran headshot,,,https://barrfdn-prod.s3.amazonaws.com/image/3577/original.jpg,3577.jpg
3578,BostonBRT Collateral table,,woman picking up an informational pamphlet about bus rapid transit at a table. ,Ad Hoc Industries,,https://barrfdn-prod.s3.amazonaws.com/image/3578/original.jpg,3578.jpg
3579,Shared Streets Project in Cambridge,"Shared Streets and Spaces project by Central Square Business Improvement District via Joseph Barr, the Director of Traffic, Parking, and Transportation at the City of Cambridge.","Man walking past an outdoor theater in central square, cambridge. ",City of Cambridge,,https://barrfdn-prod.s3.amazonaws.com/image/3579/original.jpg,3579.jpg
3580,NEFA Creative City youth ,,NEFA Creative City youth ,Fabiola Decius,https://www.nefa.org/,https://barrfdn-prod.s3.amazonaws.com/image/3580/original.jpg,3580.jpg
3581,Climate Resilience Webinar Recap,,Climate Resilience Webinar Recap,Angelique McAlpine ,http://www.drawingimpact.com/,https://barrfdn-prod.s3.amazonaws.com/image/3581/original.png,3581.png
3582,Invest and Trust,,Invest and Trust,Angelique McAlpine,http://www.drawingimpact.com/,https://barrfdn-prod.s3.amazonaws.com/image/3582/original.jpg,3582.jpg
3583,Racism Graphic Illustration,,Racism Graphic Illustration,,,https://barrfdn-prod.s3.amazonaws.com/image/3583/original.jpg,3583.jpg
3584,neenah estrella luna headshot,,neenah estrella luna headshot,,,https://barrfdn-prod.s3.amazonaws.com/image/3584/original.png,3584.png
3585,penn loh headshot,,penn loh headshot,,,https://barrfdn-prod.s3.amazonaws.com/image/3585/original.jpg,3585.jpg
3586,Roxbury Cruise Night Kids Look Out,,Young people look out at the Boston skyline from a boat. ,TACC Roxbury,http://tamcc.org/,https://barrfdn-prod.s3.amazonaws.com/image/3586/original.jpg,3586.jpg
3587,Julie Rosen headshot white,,Julie Rosen headshot white,,,https://barrfdn-prod.s3.amazonaws.com/image/3587/original.jpg,3587.jpg
3588,Julie Rosen headshot brick,,Julie Rosen headshot brick,,,https://barrfdn-prod.s3.amazonaws.com/image/3588/original.jpg,3588.jpg
3589,TSNE ED zoom meeting,,Executive Directors gather over zoom for a meeting. ,,https://www.tsne.org/,https://barrfdn-prod.s3.amazonaws.com/image/3589/original.png,3589.png
3590,YouthTruth Survey Brief cover,education,Illustration of student learning remotely ,,,https://barrfdn-prod.s3.amazonaws.com/image/3590/original.png,3590.png
3591,YouthTruth Survey Brief Illustration,,YouthTruth Survey Brief Illustration,,,https://barrfdn-prod.s3.amazonaws.com/image/3591/original.png,3591.png
3592,YouthTruth Survey Brief Cover Illustration,,YouthTruth Survey Brief Cover Illustration,,,https://barrfdn-prod.s3.amazonaws.com/image/3592/original.png,3592.png
3593,Najah White Headshot,,Najah White Headshot,,,https://barrfdn-prod.s3.amazonaws.com/image/3593/original.png,3593.png
3594,Najah Brick Headshot,,Najah Brick Headshot,,,https://barrfdn-prod.s3.amazonaws.com/image/3594/original.png,3594.png
3595,jules fana brick headshot,,jules fana brick headshot,,,https://barrfdn-prod.s3.amazonaws.com/image/3595/original.jpg,3595.jpg
3596,jules fana white headshot,,jules fana white headshot,,,https://barrfdn-prod.s3.amazonaws.com/image/3596/original.jpg,3596.jpg
3597,greenroots table 2021,,People work a table at an outdoor event. ,,,https://barrfdn-prod.s3.amazonaws.com/image/3597/original.jpg,3597.jpg
3598,greenroots logo,,greenroots logo,,,https://barrfdn-prod.s3.amazonaws.com/image/3598/original.jpeg,3598.jpeg
3599,black girls cultural futures,,Girls smile together for a photo. ,,,https://barrfdn-prod.s3.amazonaws.com/image/3599/original.jpg,3599.jpg
3600,southeast asian coalition dancing girls,,Girls dance in traditional dress on a stage. ,Mohan Sunuwar,http://www.seacma.org/,https://barrfdn-prod.s3.amazonaws.com/image/3600/original.jpg,3600.jpg
3601,3rd eye youth logo,,3rd eye youth logo,,,https://barrfdn-prod.s3.amazonaws.com/image/3601/original.png,3601.png
3602,Abilities Dance Boston,,Abilities Dance Boston,,,https://barrfdn-prod.s3.amazonaws.com/image/3602/original.jpeg,3602.jpeg
3603,angkor dance troupe logo,,angkor dance troupe logo,,,https://barrfdn-prod.s3.amazonaws.com/image/3603/original.jpeg,3603.jpeg
3604,Aquinnah Cultural Center logo,,Aquinnah Cultural Center logo,,,https://barrfdn-prod.s3.amazonaws.com/image/3604/original.jpeg,3604.jpeg
3605,Castle of our Skins logo,,Castle of our Skins logo,,,https://barrfdn-prod.s3.amazonaws.com/image/3605/original.png,3605.png
3606,Danza Orgánica logo,,Danza Orgánica logo,,,https://barrfdn-prod.s3.amazonaws.com/image/3606/original.png,3606.png
3607,Elevated Thought logo,,Elevated Thought logo,,,https://barrfdn-prod.s3.amazonaws.com/image/3607/original.jpeg,3607.jpeg
3608,free soil arts logo,,free soil arts logo,,,https://barrfdn-prod.s3.amazonaws.com/image/3608/original.png,3608.png
3609,front porch arts logo,,front porch arts logo,,,https://barrfdn-prod.s3.amazonaws.com/image/3609/original.jpeg,3609.jpeg
3610,Jean Appolon Expressions,,Jean Appolon Expressions,,,https://barrfdn-prod.s3.amazonaws.com/image/3610/original.jpeg,3610.jpeg
3611,Southeast Asian Coalition of Central Massachusetts logo,,Southeast Asian Coalition of Central Massachusetts logo,,,https://barrfdn-prod.s3.amazonaws.com/image/3611/original.png,3611.png
3612,teatro chelsea logo,,teatro chelsea logo,,,https://barrfdn-prod.s3.amazonaws.com/image/3612/original.jpeg,3612.jpeg
3613,The Loop Lab logo,,The Loop Lab logo,,,https://barrfdn-prod.s3.amazonaws.com/image/3613/original.png,3613.png
3614,Loop Lab people group photo,,a group of young people smile for a photo at the loop lab. ,,,https://barrfdn-prod.s3.amazonaws.com/image/3614/original.jpg,3614.jpg
3615,hyde square task force applause ,,Young people bow for applause after a performance. ,Mark Saperstein,,https://barrfdn-prod.s3.amazonaws.com/image/3615/original.jpg,3615.jpg
3616,ohketeau cultural center logo,,ohketeau cultural center logo,,,https://barrfdn-prod.s3.amazonaws.com/image/3616/original.png,3616.png
3617,3rd eye performance on stage,,a man and woman perform on stage,,,https://barrfdn-prod.s3.amazonaws.com/image/3617/original.jpg,3617.jpg
3618,abilities dance boston woman dancing,,a woman dances on stage ,,,https://barrfdn-prod.s3.amazonaws.com/image/3618/original.jpg,3618.jpg
3619,castle of our skins instrumental performance,,musicians perform on stage. ,,,https://barrfdn-prod.s3.amazonaws.com/image/3619/original.jpg,3619.jpg
3620,angkor dance performance ,,young people dance on stage,,,https://barrfdn-prod.s3.amazonaws.com/image/3620/original.jpg,3620.jpg
3621,danza organica dance performance,,dancers on stage during a performance,,,https://barrfdn-prod.s3.amazonaws.com/image/3621/original.jpg,3621.jpg
3622,free soil singing woman ,,a woman sings alone on stage,,,https://barrfdn-prod.s3.amazonaws.com/image/3622/original.jpg,3622.jpg
3623,front porch people hugging,,front porch people hugging,,,https://barrfdn-prod.s3.amazonaws.com/image/3623/original.jpg,3623.jpg
3624,teatro chelsea performance behind glass,,teatro chelsea performance behind glass,,,https://barrfdn-prod.s3.amazonaws.com/image/3624/original.jpg,3624.jpg
3625,elevated thought group photo,,elevated thought group photo,,,https://barrfdn-prod.s3.amazonaws.com/image/3625/original.jpg,3625.jpg
3626,Ohketeau vaccine booth ,,Ohketeau vaccine booth ,,,https://barrfdn-prod.s3.amazonaws.com/image/3626/original.jpeg,3626.jpeg
3627,acquinnah drum circle,,People gather in a drum circle. ,,,https://barrfdn-prod.s3.amazonaws.com/image/3627/original.jpg,3627.jpg
3628,dance warm up hyde square tf,,dance warm up hyde square tf,,,https://barrfdn-prod.s3.amazonaws.com/image/3628/original.jpg,3628.jpg
3629,abilities dance boston cropped logo,,abilities dance boston cropped logo,,,https://barrfdn-prod.s3.amazonaws.com/image/3629/original.png,3629.png
3630,elevated thought girls and mural,,Two women pose with fists up by a mural ,,,https://barrfdn-prod.s3.amazonaws.com/image/3630/original.jpg,3630.jpg
3631,Powering Cultural Futures map,arts,Map of Massachusetts with dots identifying the location of 15 BIPOC arts organizations.,,,https://barrfdn-prod.s3.amazonaws.com/image/3631/original.png,3631.png
3632,Powering Cultural Futures map jpeg,Arts,Map of Massachusetts with dots showing location of 15 arts organizations.,,,https://barrfdn-prod.s3.amazonaws.com/image/3632/original.jpg,3632.jpg
3633,Powering Cultural Futures map 3,,Map of Massachusetts with dots indicating locations of 15 arts organizations.,,,https://barrfdn-prod.s3.amazonaws.com/image/3633/original.jpg,3633.jpg
3634,Ohketeau Panel Discussion ,,People attend a panel discussion in person. ,,,https://barrfdn-prod.s3.amazonaws.com/image/3634/original.jpg,3634.jpg
3635,Powering Cultural Futures map 10.22,,Map of Massachusetts with dots indicating location of 15 arts organizations.,,,https://barrfdn-prod.s3.amazonaws.com/image/3635/original.jpg,3635.jpg
3636,Powering Cultural Futures map 1500,,Map of Massachusetts with green dots on it. ,,,https://barrfdn-prod.s3.amazonaws.com/image/3636/original.jpg,3636.jpg
3637,Powering Cultural Futures Map (png),,Map of Massachusetts with green dots on it. ,,,https://barrfdn-prod.s3.amazonaws.com/image/3637/original.png,3637.png
3638,South Boston Waterfront bench,waterfront,Two adults sitting on a bench looking at the Boston waterfront,Photo by Eric Haynes,,https://barrfdn-prod.s3.amazonaws.com/image/3638/original.jpg,3638.jpg
3639,South Boston Skyline,Boston,South Boston Skyline,,,https://barrfdn-prod.s3.amazonaws.com/image/3639/original.jpg,3639.jpg
3640,Boston City Skyline Charles River,,Boston skyline with buildings and crosswalks,,,https://barrfdn-prod.s3.amazonaws.com/image/3640/original.jpg,3640.jpg
3641,Boston pedestrian bridge ,,Boston pedestrian bridge ,,,https://barrfdn-prod.s3.amazonaws.com/image/3641/original.jpg,3641.jpg
3642,melanie dukes headshot,,melanie dukes headshot,,,https://barrfdn-prod.s3.amazonaws.com/image/3642/original.jpg,3642.jpg
3643,masked teacher greets students,,A masked teacher greets students coming into school. ,Allison Shelley for EDUimages,https://images.all4ed.org/high-school-student-temperature-scan-2,https://barrfdn-prod.s3.amazonaws.com/image/3643/original.jpg,3643.jpg
3644,Money Talks Graphic,,Money Talks Graphic,,,https://barrfdn-prod.s3.amazonaws.com/image/3644/original.png,3644.png
3647,Money Talks Banner,,Money Talks Banner,,,https://barrfdn-prod.s3.amazonaws.com/image/3647/original.png,3647.png
3649,Jim office artwork 2021,,Man standing in front of a painting smiling and looking to the side,Matt Kalinowski,,https://barrfdn-prod.s3.amazonaws.com/image/3649/original.jpg,3649.jpg
3650,Shared Street biking in Arlington ,"Shared streets offer low volume, low stress opportunities for outdoor recreation and safe travel for residents in Arlington, MA. Funded by the Solomon Foundation.


Photo by Jessica Mortell


For more Shared Streets photos go here:",Shared Street biking in Arlington ,Jessica Mortell,https://www.linkedin.com/in/jessicamortell/,https://barrfdn-prod.s3.amazonaws.com/image/3650/original.jpg,3650.jpg
3651,57%,,57%,,,https://barrfdn-prod.s3.amazonaws.com/image/3651/original.png,3651.png
3652,61% businesses,,61% businesses,,,https://barrfdn-prod.s3.amazonaws.com/image/3652/original.png,3652.png
3653,1 in 5 businesses,,1 in 5 businesses,,,https://barrfdn-prod.s3.amazonaws.com/image/3653/original.png,3653.png
3654,75% residents,,75% residents,,,https://barrfdn-prod.s3.amazonaws.com/image/3654/original.png,3654.png
3655,240% compared to national,,240% compared to national,,,https://barrfdn-prod.s3.amazonaws.com/image/3655/original.png,3655.png
3656,moody street shared streets,,People walk in a street closed off to cars,Waltham; Martha Creedon,,https://barrfdn-prod.s3.amazonaws.com/image/3656/original.jpg,3656.jpg
3657,Parklet in Arlington,,Two women eating at a restaurant outside,Arlington; Photo by Erin Clark,,https://barrfdn-prod.s3.amazonaws.com/image/3657/original.jpg,3657.jpg
3658,Amesbury Crosswalk Art,,Amesbury Crosswalk Art,Amesbury; Photo by Wendy Bush,,https://barrfdn-prod.s3.amazonaws.com/image/3658/original.jpg,3658.jpg
3659,Amherst outdoor dining,,Amherst outdoor dining,Amherst; Photo by Erin Clark,,https://barrfdn-prod.s3.amazonaws.com/image/3659/original.jpg,3659.jpg
3660,Melrose Parklet ,,Arlington Parklet ,,http://pedbikemelrose.org/,https://barrfdn-prod.s3.amazonaws.com/image/3660/original.jpg,3660.jpg
3661,Arlington Traffic Circle,,Arlington Traffic Circle,Arlington; Erin Clark,,https://barrfdn-prod.s3.amazonaws.com/image/3661/original.jpg,3661.jpg
3662,Everett bus lane,,Everett bus lane,Everett,,https://barrfdn-prod.s3.amazonaws.com/image/3662/original.jpg,3662.jpg
3663,Everett bus stop distance of care,,Everett bus stop distance of care,Everett; Photo by Ad Hoc,,https://barrfdn-prod.s3.amazonaws.com/image/3663/original.jpg,3663.jpg
3664,Belmont Shared Street,,Belmont Shared Street,Belmont,,https://barrfdn-prod.s3.amazonaws.com/image/3664/original.jpg,3664.jpg
3665,Melrose Ped/Bik logo,,Melrose Ped/Bik logo,,,https://barrfdn-prod.s3.amazonaws.com/image/3665/original.jpeg,3665.jpeg
3666,Melrose Ped/Bik Square logo,,Melrose Ped/Bik Square logo,,,https://barrfdn-prod.s3.amazonaws.com/image/3666/original.png,3666.png
3667,Money Talks Banner V3,,Money Talks Banner V3,,,https://barrfdn-prod.s3.amazonaws.com/image/3667/original.png,3667.png
3668,teachers lounge teachers listening in a circle,,Teachers listen to each other in a group. ,The Gallery Walk,https://www.instagram.com/thegallerywalk/?hl=en,https://barrfdn-prod.s3.amazonaws.com/image/3668/original.jpeg,3668.jpeg
3669,educator diversity cohort map,,A map of grantees for educator diversity work. ,,,https://barrfdn-prod.s3.amazonaws.com/image/3669/original.jpg,3669.jpg
3670,the teachers lounge logo,,the teachers lounge logo,,,https://barrfdn-prod.s3.amazonaws.com/image/3670/original.png,3670.png
3671,Nipmuc Mishoon Burning ,,Nipmuc Mishoon Burning ,Photo by Paul Franz,,https://barrfdn-prod.s3.amazonaws.com/image/3671/original.jpg,3671.jpg
3672,CFWM: Musicians from Castle of Our Skins,,CFWM: Musicians from Castle of Our Skins,Robert Torres,,https://barrfdn-prod.s3.amazonaws.com/image/3672/original.jpg,3672.jpg
3674,PND BIPOC Arts Initiative,,PND BIPOC Arts Initiative,,,https://barrfdn-prod.s3.amazonaws.com/image/3674/original.jpg,3674.jpg
3675,Five Minute Read Cover,,Five Minute Read Cover,,,https://barrfdn-prod.s3.amazonaws.com/image/3675/original.jpg,3675.jpg
3676,Community Foundation supporting BIPOC arts through new partnerships,,Community Foundation supporting BIPOC arts through new partnerships,,,https://barrfdn-prod.s3.amazonaws.com/image/3676/original.jpg,3676.jpg
3677,Trustees Group Photo 2019,,Trustees Group Photo 2019,,,https://barrfdn-prod.s3.amazonaws.com/image/3677/original.png,3677.png
3678,2019 Trustees Group Photo,,2019 Trustees Group Photo,,,https://barrfdn-prod.s3.amazonaws.com/image/3678/original.jpg,3678.jpg
3679,Racism Graphic Illustration (jpg),,Invest and Trust illustration,,,https://barrfdn-prod.s3.amazonaws.com/image/3679/original.jpg,3679.jpg
3680,InvestandTrust,,InvestandTrust,,,https://barrfdn-prod.s3.amazonaws.com/image/3680/original.jpg,3680.jpg
3681,CultureHouse Peabody front,mobility,"A storefront on a mainstreet that has a sign that says ""CultureHouse"" ",CultureHouse,https://culturehouse.cc/,https://barrfdn-prod.s3.amazonaws.com/image/3681/original.jpg,3681.jpg
3682,Hyde Square Task Force Performance Bow,arts,Teens holding hands before taking a bow,Mark Saperstein,https://www.hydesquare.org/,https://barrfdn-prod.s3.amazonaws.com/image/3682/original.jpeg,3682.jpeg
3683,Hyde Square Task Force Performance,,Teens are performing outside in a musical. They are holding up their arm and making a fist. ,Mark Saperstein,https://www.hydesquare.org/,https://barrfdn-prod.s3.amazonaws.com/image/3683/original.jpg,3683.jpg
3684,Jim Canales Gibson art,,Man smiling and looking at the camera in front of a colorful painting. ,Matt Kalinowski,,https://barrfdn-prod.s3.amazonaws.com/image/3684/original.jpg,3684.jpg
3685,Aaron Greiner headshot,,Man smiling looking at the camera,,,https://barrfdn-prod.s3.amazonaws.com/image/3685/original.jpeg,3685.jpeg
3686,Emily Cooper Headshot,,Emily Cooper Headshot,,,https://barrfdn-prod.s3.amazonaws.com/image/3686/original.png,3686.png
3687,INP adults in a classroom,,A man lectures to a full classroom. ,,https://www.nonprofitpractice.org/,https://barrfdn-prod.s3.amazonaws.com/image/3687/original.jpg,3687.jpg
3688,Heidy Persaud headshot,,Heidy Persaud headshot,,,https://barrfdn-prod.s3.amazonaws.com/image/3688/original.png,3688.png
3689,Amy Minzner headshot,,Amy Minzner headshot,,,https://barrfdn-prod.s3.amazonaws.com/image/3689/original.jpg,3689.jpg
3690,Amber Trout headshot,,Amber Trout headshot,,,https://barrfdn-prod.s3.amazonaws.com/image/3690/original.jpg,3690.jpg
3691,Bob Dean headshot,,Bob Dean headshot,,,https://barrfdn-prod.s3.amazonaws.com/image/3691/original.jpg,3691.jpg
3692,Bus Stop imagery,,People wait a bus stop. , Sandy Ravaloniaina,https://unsplash.com/@th3sand7,https://barrfdn-prod.s3.amazonaws.com/image/3692/original.png,3692.png
3699,Arts Equity in Action (02),,Arts Equity in Action (02),Richard Howard,https://www.tbf.org/news-and-insights/reports/2021/dec/2021-annual-report,https://barrfdn-prod.s3.amazonaws.com/image/3699/original.jpg,3699.jpg
3700,Arts Equity in Action (03),,Arts Equity in Action (03),Richard Howard,https://www.tbf.org/news-and-insights/reports/2021/dec/2021-annual-report,https://barrfdn-prod.s3.amazonaws.com/image/3700/original.jpg,3700.jpg
3701,Arts Equity in Action,,Arts Equity in Action,Richard Howard,https://www.tbf.org/news-and-insights/reports/2021/dec/2021-annual-report,https://barrfdn-prod.s3.amazonaws.com/image/3701/original.jpg,3701.jpg
3702,[AC] Arts Equity in Action (04),,Arts Equity in Action (04),,,https://barrfdn-prod.s3.amazonaws.com/image/3702/original.jpg,3702.jpg
3704,[EDU] two rivers students learning,,two rivers students learning,Capital Regional Education Council,,https://barrfdn-prod.s3.amazonaws.com/image/3704/original.jpg,3704.jpg
3707,[EDU] Chinma Uche and Female Student,,Chinma Uche and Female Student,,https://www.crec.org/,https://barrfdn-prod.s3.amazonaws.com/image/3707/original.jpg,3707.jpg
3709,[SE] INP Fellow Program (Orig),,INP Fellow Program,The Institute for Nonprofit Practice,https://www.nonprofitpractice.org/,https://barrfdn-prod.s3.amazonaws.com/image/3709/original.jpg,3709.jpg
3710,[MOB] city of cambridge shared streets,,city of cambridge shared streets,City of Cambridge,,https://barrfdn-prod.s3.amazonaws.com/image/3710/original.jpg,3710.jpg
3713,[MOB] MBTA roslindale live street photo,,MBTA roslindale live street photo,MBTA,,https://barrfdn-prod.s3.amazonaws.com/image/3713/original.jpg,3713.jpg
3714,[MOB] MBTA malden bike/bus lane,,MBTA malden bike/bus lane,MBTA,,https://barrfdn-prod.s3.amazonaws.com/image/3714/original.jpg,3714.jpg
3715,[MOB] MBTA washington st street photo,,MBTA washington st street photo,MBTA,,https://barrfdn-prod.s3.amazonaws.com/image/3715/original.jpg,3715.jpg
3716,[GP] CT Polling 2021 Figure 1,,A figure of recent polling in Connecticut. ,,,https://barrfdn-prod.s3.amazonaws.com/image/3716/original.jpg,3716.jpg
3717,[GP] CT Polling 2021 Figure 2,,A figure of polling from Connecticut. ,,,https://barrfdn-prod.s3.amazonaws.com/image/3717/original.jpg,3717.jpg
3718,[GP] CT Polling 2021 Figure 3,,Recent polling of Connecticut voters. ,,,https://barrfdn-prod.s3.amazonaws.com/image/3718/original.jpg,3718.jpg
3719,[GP] CT Polling 2021 Figure 4,,Recent polling of Connecticut voters. ,,,https://barrfdn-prod.s3.amazonaws.com/image/3719/original.jpg,3719.jpg
3720,[GP] CT Polling 2021 Figure 5,,Recent polling of Connecticut voters. ,,,https://barrfdn-prod.s3.amazonaws.com/image/3720/original.jpg,3720.jpg
3721,[GP] CT Polling 2021 Figure 6,,Recent polling of Connecticut voters. ,,,https://barrfdn-prod.s3.amazonaws.com/image/3721/original.jpg,3721.jpg
3724,[AC] artist for humanity children drawing ,arts,artist for humanity children drawing ,K Mohamed,https://www.afhboston.org/,https://barrfdn-prod.s3.amazonaws.com/image/3724/original.jpg,3724.jpg
3725,[AC] gesture III: one great turning,,[AC] gesture III: one great turning,Shinique Smith,,https://barrfdn-prod.s3.amazonaws.com/image/3725/original.jpg,3725.jpg
3726,[CL] youthbuild americorps students,,[CL] youthbuild americorps students,Dayna Smith,,https://barrfdn-prod.s3.amazonaws.com/image/3726/original.jpg,3726.jpg
3727,[CL] mass energy family with solar,,[CL] mass energy family with solar,Mass Energy,,https://barrfdn-prod.s3.amazonaws.com/image/3727/original.jpg,3727.jpg
3728,[CL] kids at the waterfont,,[CL] kids at the waterfont,,,https://barrfdn-prod.s3.amazonaws.com/image/3728/original.jpg,3728.jpg
3729,[CL] greenroots staff with canoes ,,[CL] greenroots staff with canoes ,,,https://barrfdn-prod.s3.amazonaws.com/image/3729/original.jpg,3729.jpg
3730,[GP] Waterfront Poll Slide 7,,[GP] Waterfront Poll Slide 7,,https://644d906d-e291-4ebf-b47f-367d1361f134.filesusr.com/ugd/b7c1db_fd20e90e31a7469dad47e1901f284db4.pdf,https://barrfdn-prod.s3.amazonaws.com/image/3730/original.png,3730.png
3731,[GP] Waterfront Poll Slide 9,,[GP] Waterfront Poll Slide 9,,https://644d906d-e291-4ebf-b47f-367d1361f134.filesusr.com/ugd/b7c1db_fd20e90e31a7469dad47e1901f284db4.pdf,https://barrfdn-prod.s3.amazonaws.com/image/3731/original.png,3731.png
3732,[GP] Waterfront Poll Slide 9 (additional),,[GP] Waterfront Poll Slide 9 (additional),,,https://barrfdn-prod.s3.amazonaws.com/image/3732/original.png,3732.png
3733,[GP] Waterfront Poll Slide 17,,[GP] Waterfront Poll Slide 17,,https://644d906d-e291-4ebf-b47f-367d1361f134.filesusr.com/ugd/b7c1db_fd20e90e31a7469dad47e1901f284db4.pdf,https://barrfdn-prod.s3.amazonaws.com/image/3733/original.png,3733.png
3734,Kathryn Wright white headshot,,Kathryn Wright white headshot,,,https://barrfdn-prod.s3.amazonaws.com/image/3734/original.jpg,3734.jpg
3735,Kathryn Wright brick headshot,,Kathryn Wright brick headshot,,,https://barrfdn-prod.s3.amazonaws.com/image/3735/original.jpg,3735.jpg
3736,kathryn wright white 2,,kathryn wright white 2,,,https://barrfdn-prod.s3.amazonaws.com/image/3736/original.jpg,3736.jpg
3737,[AC] jean appolon expressions ,arts,[AC] jean appolon expressions ,Olivia Moon,https://jeanappolonexpressions.org/,https://barrfdn-prod.s3.amazonaws.com/image/3737/original.jpg,3737.jpg
3738,[EDU] springpoint school for law and justice teaching moment,education,[EDU] springpoint school for law and justice teaching moment,,https://www.springpointschools.org/,https://barrfdn-prod.s3.amazonaws.com/image/3738/original.jpg,3738.jpg
3739,[CL] leo march 2019 site visit,,[CL] leo march 2019 site visit,Leonardo March,,https://barrfdn-prod.s3.amazonaws.com/image/3739/original.jpg,3739.jpg
3740,[AC] the theatre offensive performer,,[AC] the theatre offensive performer,Dom Wise,,https://barrfdn-prod.s3.amazonaws.com/image/3740/original.jpg,3740.jpg
3742,[EDU] phoenix charter academy students ,,[EDU] phoenix charter academy students ,Genevieve de Manio,,https://barrfdn-prod.s3.amazonaws.com/image/3742/original.jpg,3742.jpg
3743,[CL] city of everett shared mobility photo,,[CL] city of everett shared mobility photo,,,https://barrfdn-prod.s3.amazonaws.com/image/3743/original.jpg,3743.jpg
